Title,Rating,Genre,Description,Casts,Country
Chaat Payak (2016),Three & Half Stars,"Drama , Action , Drama , Historical , Romance , Thailand | Episodes 28","This lakorn takes place in the historical Rattanakosin Kingdom, towards the latter half of the era during the reign of Rama V (Chulalongkorn). In the midst of this era, slavery is in the process of being abolished and our hero’s story, Glaa, begins in this moment in time. Young Glaa is the son of a soldier, however after his father lost his life in a battle, his mother was forced into slavery. Their master wanted her to be his concubine, but she refuses and plots for her son to escape this predicament. Glaa successfully escapes and finds his body floating to Khun Luang Phra Pisoot’s humble abode. From there his life changes, and he has not seen his mother since. But Glaa vows to save his mother one day, become a person who is respected and honored as she had instilled in him. Khun Luang Phra Pisoot takes pity on Young Glaa and raises him as one of the servants in his household. Glaa grows up with Khun Ploy (his boss’ only daughter) and the two are kindred spirits. Their bond is stronger than a friendship as the years go on, Glaa will and would do anything for Khun Ploy. The story revolves around Glaa fighting his way to gain respect, honor and everything he has lost the moment he was branded a slave. This hero’s road is nothing short of impossible, filled with obstacles. But where there’s a will as brave as Glaa’s, there’s certainly a way. ","{'', 'Chalad Na Songkhla\nSupport Role', 'Sithisaman Natthani\nSupport Role', 'Napassakorn Midaim\nSupport Role', 'Ou Smithi Likhitmaskul\nSupport Role', 'Jennifer Kim\nSupport Role', 'Plengpanit Sinjai\nSupport Role', 'Jaron Sorat\nMain Role', 'Nittha Jirayungyurn\nMain Role', 'Support Role', 'Somjit Jongjohor\nSupport Role', 'Plengpanich Chatchai\nUnknown Role', 'Boy Chokchai Boonworametee\nSupport Role', 'Oonhanun Kriengkrai\nSupport Role', 'Naputh Susri\nUnknown Role', 'Peter Tuinstra\nSupport Role', 'Lawanprasert Srungsuda\nSupport Role', 'Ruengsri Kamolned\nSupport Role'}",Thailand
The Debut (2021),Three Stars,"Drama , Drama , Thriller , Thailand | Episodes 10+","There's always Darkness… Behind every Star. Do you think you know the world of idol enough? 'The Debut', an idol thriller series that you can miss! ","{'', 'Netjui Chonnikan\nMain Role', 'Best Nathasit Kotimanuswanich\nSupport Role', 'Horvejkul Nutcharee\nMain Role', 'La-ongmanee Jirayu\nMain Role', 'Pahn Darisa Karnpoj\nMain Role', 'Support Role', 'Ploypailin Thangprapaporn\nMain Role', 'Main Role', 'K’Justin\nMain Role', 'Film Rachanun Mahawan\nMain Role', 'Nara Thepnupa\nMain Role', 'Cat Nardear Montgod\nMain Role'}",Thailand
Never Too Late (2021),Three Stars,"Drama , Drama , Thailand | Episodes 10","How many of us remember what our dreams were when we were children? What our hopes and aspirations were? How many of us grew up and realised that all the wonderous, innocent dreams that we had were probably not going to come true. That it was harder to become a superstar or a world-famous soccer player. How many of us spent all of our lives unable to express ourselves and love who we wanted, openly. This drama is about five such high school friends who also had dreams and goals but were unable to complete them. This is a story of second chances,of being able to love whoever you want,of dreams coming true, and of happiness.","{'', 'Kara Polasit\nSupport Role', 'Saranyu Jiralaksanakul\nUnknown Role', 'Saengsingkaeo Wasu\nSupport Role', 'X Nuttapong Mongkolsawas\nUnknown Role', 'Tu Tontawan Tantivejakul\nGuest Role', 'Prigkhing Sureeyaret Yakaret\nSupport Role', 'Rungnopakunsi Songsit\nSupport Role', 'Earn Preeyaphat Lawsuwansiri\nSupport Role', 'Amarin Nitibhon\nSupport Role', 'Main Role', 'Bimbeam Praekwan Phongskul\nSupport Role', 'Prim Chanikarn Tangabodi\nGuest Role', 'Winyuttha Chanthasuk\nSupport Role', 'Love Pattranite Limpatiyakorn\nGuest Role', 'Weerayuttvilai Puimek\nGuest Role', 'Kay Lertsittichai\nMain Role', 'Sea Tawinan Anukoolprasert\nSupport Role'}",Thailand
Sapai Rod Saab (2016),Two Stars,"Drama , Comedy , Drama , Romance , Thailand | Episodes 24","Pangon and Miw ended up having sleeping together after a drunk night together. Pangon takes responsibility for Miw, but his mother is not happy. She doesn’t accept Miw because she doesn’t come from a wealthy family with a high status. Hence the battle of the mother in law and daughter in law starts.","{'', 'Yanee Jongwisut\nSupport Role', 'Pookpik Shorlajhan Wannapks\nSupport Role', 'Peter Maiocchi\nSupport Role', 'Pohpiti Daraneenuch\nSupport Role', 'Koi Parichat Praihirun\nGuest Role', 'Sommart Praihirun\nSupport Role', 'Support Role', 'Jib Pokchat Thiamchai\nSupport Role', 'Pringprom Athikit\nSupport Role', 'Rong Kaomulkadee\nGuest Role', 'Sriwanna Gaewalin\nMain Role', 'Sukol Sasijulaka\nSupport Role', 'Patrat Sira\nSupport Role', 'Candy Avery\nGuest Role', 'Danbawornkiat Jira\nMain Role', 'Bank Kitsadee Phuangprayong\nSupport Role', 'Sakdikul Somlek\nGuest Role', 'Naowarat Yuktanan\nSupport Role', 'Ratree Wittawat\nSupport Role'}",Thailand
Pom Rak Salab Huajai (2019),Three Stars,"Drama , Drama , Romance , Thailand | Episodes 19","Techit and Techin are twins. One is is the quiet and stern one, the other is more outspoken and outgoing. They both fall in love with the same woman. She misunderstood that her first love and the person that saved her life was Techit but actually it was Techin.","{'', 'Amornchailerk Krit\nSupport Role', 'Tassawan Seneewongse\nSupport Role', 'Support Role', 'Gregson Andrew\nTechin | Techit\nMain Role', 'Jularruk Jularnon\nSupport Role', 'Rittapinun Thikumporn\nKanang / ""Fah""\nMain Role', 'Jirakul Focus\nThanisa\nSupport Role', 'Untimanon Jayjintai\nSupport Role', 'Pisitkul Patit\nTeendate\nSupport Role', 'Arisara Tongborisuth\nRateerat\nSupport Role', 'Non Chanon Thibkanok\nSupport Role'}",Thailand
Fad Lhong Hon (2016),Two Stars,"Drama , Drama , Fantasy , Romance , Thailand | Episodes 29",The story is about an invisible/ghostly twin following her sister. ,"{'', 'David Asavanond\nSupport Role', 'Louis Hesse\nMain Role', 'Piacher Christensen\nSupport Role', 'Pawilai Arpa\nMain Role', 'Support Role', 'Porntrisat Pitipon\nSupport Role', 'Muay Supaporn Kumnuansilp\nGuest Role', 'Mint Nawinda Bertotti\nSupport Role', 'Lek Aisoon\nSupport Role', 'Ratree Wittawat\nSupport Role', 'Lumpraploeng Ping\nUnknown Role', 'Parita Chairak\nSupport Role'}",Thailand
Tard Rak (2011),Not Rated,"Drama , Comedy , Drama , Historical , Romance , Thailand | Episodes 18","Princess Aeyawadee (Cherry) of Chiang Noi left to Siam in search for her brother to return to save the country from their uncle. Princess left with her skillful bodyguard, Aongdin (Por) and her personal humored maid, Tid. On this adventure, Princess was captured and sold to a brothel and became the most desirable girl there, known for her ""fragrant body"". This is also where she met her previously engaged fiancée, Prince Darb (Smart). Ward (Janie) is a slave girl who is very smart and ambitious. She secretly learned all the medicinal formula from her cruel master. After learning what Ward was doing, her master sold her to a brothel, where she met Princess and Aongdin. Her medicinal skill has become a key exit to their dilemma. Please follow the story and see how Princess and Ward pursue their goals and whether Prince Darb and Aongdin be able to be with the women they love.","{'', 'Pornweroj Krissada\nMain Role', 'Watanasuchart Phanudet\nSupport Role', 'Bowsuwan Prakasit\nGuest Role', 'Tienphosuwan Janie\nMain Role', 'Benchathikun Somphop\nSupport Role', 'Pu Piyamas Maneeyakul\nSupport Role', 'Poolsawad Sakaojai\nSupport Role', 'Pohpiti Daraneenuch\nSupport Role', 'Support Role', 'Da Hatairat Amatavanich\nUnknown Role', 'Pajaree Na Nakorn\nSupport Role', 'Sirisukha Khemapsorn\nMain Role', 'Nuntawan Rungwongpanich\nUnknown Role', 'Chotika Wongwilas\nSupport Role', 'Paajaew Yuthana Lorphanpaibul\nUnknown Role', 'Cheuyaroon Benjapol\nSupport Role', 'Main Role', 'Sobee Chotiros Kaewpinit\nSupport Role', 'Game Santi Santiwetchakun\nGuest Role'}",Thailand
Puntai Norasingh (2016),Four Stars,"Drama , Action , Drama , Historical , Thailand | Episodes 19","MC Cha­trichalerm Yukol adapts one of the most fa­mous sto­ries of the Ayut­thaya King­dom, about a du­ti­ful sailor (Pongsakorn “Toey” Met­tarikanon) who ac­ci­dently steers the king’s barge into a tree and breaks the bow.","{'', 'Krailat Kriengkrai\nSupport Role', 'Napassakorn Midaim\nSupport Role', 'Jubjang Wimolphan Chaleejunghan\nGuest Role', 'Mutmee Pimdao Panichsamai\nSupport Role', 'Lek Sa-Ard Piempongsan\nSupport Role', 'Support Role', 'Pairoj Jaisingha\nSupport Role', 'Benchathikun Somphop\nSupport Role', 'Pongwilai Suchao\nSupport Role', 'Chatree Sorapong\nSupport Role', 'Rachawat Klipngern\nSupport Role', 'Joy Chuancheun\nSupport Role', 'Bird Wanchana Sawasdee\nMain Role', 'Daeng Thanya Sophon\nSupport Role', 'Mettarikanon Pongsakorn\nMain Role', 'Kob Pimolrat Pisolyabutr\nSupport Role', 'Sirichanya Nirut\nSupport Role'}",Thailand
Love Songs Love Series: Seb Tid Kwam Jeb Puad (2018),Two & Half Stars,"Drama , Drama , Romance , Thailand | Episodes 4",A drama about teen love and the pains that come with it.,"{'Wachirawit Ruangwiwat\nMain Role', 'Chatichai Worapiankul\nUnknown Role', 'Care Panisara Rikulsurakan\nMain Role', 'Marc Thanat Rattanasiriphan\nMain Role'}",Thailand
Behind The Sin: The Series (2018),Three & Half Stars,"Drama , Drama , Thailand | Episodes 19","When a series of celebrities. The ""secret"" world is worth the money. Luxury The success that came from young. I'm not sure if this is the case, But there are few people who will know that they will reach that point. What do you need to exchange? Some may only be private. Some people lose love. Some people use the body to exchange, but what they see is not as bad as some people can afford to even exchange life. To be in the spotlight. The lead actor from the series The A-List, a popular series that hits. Under the image of young idols. They have some hidden black secret. And it would be kept secret. If not for Rain's ""suicide"" decision, one of the actresses from the A-List series, one year passed. Rain's ex-boyfriend, who has been raped by social media, is the cause of Rain's suicide. Come back this season with six other friends, including Green, Kangaroo, TV, Pat, Taeyeon, and also a newcomer to the army in this season is the best and the best. However, the calm sea is always the beginning of a storm. And this time too. The first day of work, they get what no one expected. That is to say the chat from the account of Rain. Everyone thinks that it's a bully from someone. In the mind will also be afraid of the sentence Rain., prints ""What do you do not realize that no one knows"" is not just a threat. But it really does hurt. The concern that their secrets are revealed begins to form. The chaos began to intensify, and notoriously. The feud between the performers begins to erupt and become impaired. As well as the suspicion that someone is wrong to impersonate Rain. And there is no reason to do so. Or actually Rain does not commit suicide ... but someone deliberately let her die! ","{'', 'Hong Suchada Poonpattanasuk\nSupport Role', 'Pantham Thongsang\nUnknown Role', 'Yourboy Nureee\nMain Role', 'Wongviriya Ratchawin\nMain Role', 'Bo Tidchaya Phudithakulkan\nMain Role', 'Hsu Thassapak\nMain Role', 'Lerkcharoempoj Papangkorn\nMain Role', 'Netjui Chonnikan\nMain Role', 'Nong Arunosha Panupan\nUnknown Role', 'Main Role', 'Suzana Renaud\nMain Role', 'Marina Sadanun Balenciaga\nMain Role', 'Grace Ratnomnot Ratchiratham\nSupport Role', 'Earthz Wisawawit Wongwanlop\nSupport Role', 'Paisarnkulwong Vachiravit\nMain Role', 'Gee Sutthirak Subvijitra\nMain Role'}",Thailand
Saneha Stories 3: Saneha Maya (2020),Three Stars,"Drama , Drama , Romance , Thailand | Episodes 4","A trans woman, Nadia, dreamed of having a real love. One day, she met Pete and they fell for each other at their first sight. However, obstacles await as society's perception of one's gender got in the way of their relationship.","{'Saran Lek Davika\nSupport Role', 'Yoonniyom Sunanta\nMain Role', 'Ohm Thitiwat Ritprasert\nMain Role', 'Fame Woranun Nalatworasakul\nMain Role', 'Yoon Phusanu Wongsavanischakorn\nMain Role', 'Korawit Boonsari\nSupport Role'}",Thailand
Yai & The Grandsons (2018),Two & Half Stars,"Drama , Drama , Music , Thailand | Episodes 16","A musical variety show where Pompam Niti Chaichitatorn, the Grandma, hosts for GMM actors. Guests sing songs of different genre or theme every episode.","{'', 'Thawornwongs Worranit\nGuest', 'Fluke Gawin Caskey\nGuest', 'Guest', 'Wachirawit Ruangwiwat\nGuest', 'Wijitwongthong Tanutchai\nGuest', 'Lertchoochot Sivakorn\nMain Host', 'Chittsawangdee Pawat\nGuest', 'Techarukpong Chatchawit\nGuest', 'Vihokratana Tawan\nGuest', 'Arpornsutinan Chanagun\nMain Host', 'Cheewagaroon Harit\nMain Host', 'Kirdpan Korapat\nGuest', 'Weerayuttvilai Puimek\nGuest', 'Sangpotirat Perawat\nGuest', 'Kuariyakul Jirakit\nMain Host', 'Niti Chaichitatorn\nMain Host', 'Loekhunnasombat Thanat\nMain Host', 'Arsalprakit Krittanai\nGuest', 'Ciize Apichaya Saejung\nGuest'}",Thailand
Buang Banjathorn (2017),Three Stars,"Drama , Drama , Fantasy , Historical , Romance , Thailand | Episodes 10","Heartbroken and disappointed in love, Praenuan decides to visit the estate her estranged, late father left her in his will. There, she finds an enchanted bed that transports her back in time where she meets Laoperng, whom she later falls for. But there's trouble when Praenuan's estranged husband wants to reconcile with her.","{'Klomklom Khwanruedi\nPorsa\nSupport Role', 'Legge Sara\nRuengrayub\nSupport Role', 'Kannarun Prang\nThongriew\nSupport Role', '', 'Ratchakrome Gosin\nNaituan\nSupport Role', 'Support Role', 'Wilaisak Phitsamai\nSupport Role', 'Nimjirawat Nattapat\nLaemthong\nSupport Role', 'Horne Davika\nPraenuan\nMain Role', 'Imanothai Kawin\nKhed\nSupport Role', 'Maurer Mario\nPrince Laoperng\nMain Role', 'Young Jason\nAusor\nSupport Role', 'Teemarkorn Attaporn\nDirector', 'Patrat Sira\nPaak\nSupport Role'}",Thailand
Club Friday the Series 12: Ruk Tong Yaeng (2021),Two Stars,"Drama , Drama , Thailand | Episodes 10",Club Friday the Series 12: Ruk Tong Yaeng,"{'Saithip Montrikun Na Ayudhaya\nUnknown Role', 'Songpaisan Yuke\nMain Role', 'Kreuasuwansri Pattarasaya\nMain Role', 'Koo Ekkasit Trakulkasemsuk\nUnknown Role', 'Udomsilp Sutatta\nMain Role'}",Thailand
Tea Box (2021),Two & Half Stars,"Drama , Comedy , Drama , Friendship , Thailand | Episodes 4","The story between ""Wichai"", an old man who is desperate for life, and ""JJ"", a young man searching for a purpose in life. What will the conclusion of the couple be? 'JJ' was terminated by his girlfriend. The two quarreled so loudly that 'Wichai' the old man next to the house. That lives without purpose Upset with annoyance And the event becomes even harder When Wichai saw JJ secretly stole his mango until it reached the police station. Police mediate JJ to water the plants for Wichai every day as a punishment. The beginning of friendship of different ages was born. ","{'Sirichanya Nirut\nMain Role', 'Pim Latkamon Pinrojkirati\nSupport Role', 'Sukapat Jintara Mam\nSupport Role', 'Gee Sutthirak Subvijitra\nMain Role'}",Thailand
Kom Faek (2018),Three Stars,"Drama , Action , Drama , Historical , Romance , Thailand | Episodes 14","A group of gangs lead the world into the bloody action of Bangkok in the 70s. The atmosphere of animosity between the bad guys and good guys unlock everyone's experiences of beginning to find the chains within true love, family, and friends. Gun and San are students of Akanee about Kom Faek learning. They are best friends but then Gun becomes a policeman. He catched a suspect about a drug case, that is San's father. Their friendship is broken, and Gun's love relationship with Anchan who is San's sister is also broken because of a misunderstanding. San becomes a powerful person, selling drugs and illegal weapons. Gun has to fight with his friend. Plerng and Ongard are his helpers. Plerng falls in love with Tapao, a girl who likes Gun. Ongard falls in love with Kraroag who is Gun's sister. ","{'', 'Mac Pawish Wiengnont\nSupport Role', 'Phanthumchinda Pitchapa\nSupport Role', 'Paramej Noiam\nGuest Role', 'Hong Suchada Poonpattanasuk\nSupport Role', 'Flute Chinnapat Kittichaiwarangkul\nSupport Role', 'Tantrakul Jirayu\nMain Role', 'Surint Karawoot\nSupport Role', 'Bird Wanchana Sawasdee\nSupport Role', 'Sukol Sasijulaka\nSupport Role', 'Peter Tuinstra\nSupport Role', 'Voltemas Kimberley\nMain Role', 'Aom Chancamin Chayangkul\nGuest Role', 'Rungrada Runglikitjarearn\nGuest Role', 'Kartarhut Bussabpaket\nUnknown Role', 'Arisara Wongchalee\nSupport Role', 'RoodBus Phakphol Tanpanit\nGuest Role', 'Main Role', 'Thanachart Supassara\nMain Role', 'Nimjirawat Nattapat\nGuest Role'}",Thailand
Saming Jao Tha (2018),Three Stars,"Drama , Action , Romance , Thailand | Episodes: 30",A powerful businessman uses a ship to deliver dugs. A young officer and a female spy have to work undercover in order to find evidence and arrest the businessman. They dislike each other at first but their relationship changes while they're working on the mission.,"{'Piyaphun Boom\nMain Role', 'Lewis Hana\nMain Role'}",Thailand
Look Mai Laai Sonthaya (2018),Three Stars,"Drama , Fantasy , Mystery , Romance , Thailand | Episodes: 82","Duenpattra's grandmother was said to have committed suicide by poisoning herself so Duenpattra came down to the south to live in her grandmother's house to help with the investigation. She met a police officer named Captain Marut who was investigating the case and started to have mutual feelings for him. But then she forgot about him once she saw a mysterious half naked man wearing just white pants in her grandmother's mirror.His name is Hem Hiran and he seemed to be living in a parallel universe from her, a universe called The Land of Good People, where everyone there strictly practiced the Five Moral Precepts. The people there are morally good and once they reach 1000 years their souls will ascend to heaven. Eventually, Hem will crossover to Duenpattra’s universe to help save her from being attacked by the people who murdered her grandmother. The two fell in love but how can they be together when they're from different universes? Based on a novel by Pongsakorn.","{'Jindachote Sean\nHem Hiran\nMain Role', 'Satya Chanapol\nSupport Role', 'Tangprabhaporn Pimprapa\nDuenpattra\nMain Role'}",Thailand
Toong Sanaeha (2020),Three & Half Stars,"Drama , Drama , Family , Historical , Romance , Thailand | Episodes 19","The story is set in the 1970s, in a small Thai village. Paitoon is in love with Yupin, whose father has gambling issues. They planned on getting married but Pao, his mother, doesn't like Yupin and won't accept their relationship because of her father. While Paitoon is in monkhood, Pao forces Yupin to marry Praiwan, Paitoon's brother who's suffering from polio since childhood. From now on, Yupin is Paitoon's sister-in-law, but their love for each other has not gone away. Will they be able to overcome all obstacles and be together again? ","{'', 'Jaron Sorat\nMain Role', 'Noi Busakorn Pornwanavej\nMain Role', 'Pohpiti Daraneenuch\nSupport Role', 'Kasama Nitsaiphan\nSupport Role', 'Umarin Wiyada\nSupport Role', 'Tungsupakul Pattrakorn\nGuest Role', 'Phoosit Ampha\nUnknown', 'Lorena Schuett\nGuest Role', 'Ngamnet Denkhun\nMain Role', 'Manoonsil Tanin\nSupport Role', 'Smith Paswitch Boorananut\nSupport Role', 'Sopitsuda Ithimetin\nUnknown', 'Pranpramoon\nUnknown Role', 'Krit Krittapas Sakdistanon\nSupport Role', 'Joonkiat Jarinporn\nMain Role', 'Arisara Wongchalee\nSupport Role', 'Sunotri Chotiphan\nGuest Role', 'Nawasch Phupantachsee\nGuest Role'}",Thailand
Jaew Jai Rai Kub Khun Chai Taewada (2009),Two & Half Stars,"Drama , Comedy , Drama , Romance , Thailand | Episodes 20","Jaew works in a mountain park and guides tourists. But later Jaew's grandmother who is the nanny of a very rich family who Jaew have never met, fell down the stair and broke her leg. When Jaew visits her grandmother in the hospital in Bangkok her Granny is worried sick over her Khun Noo (that's what Jaew grandmother calls him) and ask Jaew to take care of him until she gets better. She takes a taxi to the family, On the way they make a stop to try to find their way and is almost run over by a careless motorbike driver and fall down. The driver gets hurt and Jaew gets furious. She lends the Taxi and follow the careless driver and discover that he is going to the same address she is, she follows him all the way into the house and the ""fight"" begins. So that's how Khun Chai met.","{'', 'Sangwariboot Pairot\nSupport Role', 'Jittateeraroj Pimnipa\nSupport Role', 'Ya Janya Thanasawaangkoun\nGuest Role', 'Sararat Rumruangwong\nSupport Role', 'Nuttiya Sirakornwilai\nUnknown Role', 'Sataporn Nakwilairoj\nSupport Role', 'Narumol Simons\nSupport Role', 'Amornsupasiri Arak\nMain Role', 'Support Role', 'Tin Settachoke\nSupport Role', 'Chaichua Patcharapa\nMain Role', 'Bee Matika Attakornsiripho\nSupport Role', 'Suwanno Panu\nSupport Role', 'Wilaisak Phitsamai\nSupport Role', 'Panathee Suppasaksutat\nUnknown Role', 'Peerapol Kirdjareun\nUnknown Role', 'Orapan Panthong\nUnknown Role', 'Natalie Chiaravanond\nSupport Role', 'Suguz Buntawit Thrakulpanit\nSupport Role'}",Thailand
Saang Nang Praai (2019),Three Stars,"Drama , Drama , Fantasy , Romance , Thailand | Episodes 26","Maythawadee and Maythawalai are sisters who love the same guy, Phakinai. Maythawadee sets a plan to send her sister to marry the king of another land to get rid of her because she knows Phakinai loves Maythawalai. During her departure, a storm hits the boat Maythawalai is on and it sinks it. Phakinai tries to protect Maythawalai, however, both of them drown together. Maythawadee's spirit was then caged underwater. She watches and protects any antiquities that fell from boats and kill people who are coming to steal. Maythawalai is then reborn as the daughter of a colonel who studies archaeology. ","{'', 'Tor Ruengrit Wisamol\nSupport Role', 'Kannaporn Puangtong\nMain Role', 'Wasukraipaisarn Witaya\nMain Role', 'Support Role', 'Suwannasuk Akumsiri\nMain Role', 'Atichanan Seesaywok\nSupport Role', 'Poom Phuripan Sapsangsawat\nSupport Role', 'Ammarat Jakkrit\nSupport Role', 'Golf Anuwat Choocherdratana\nMain Role', 'Suda Chuenjai\nSupport Role', 'Lada Apapat Suksawadchol\nSupport Role', 'Thongwattana Dilok\nSupport Role', 'Rong Kaomulkadee\nSupport Role', 'Fuklin Panthila\nSupport Role', 'Plengsiriwat Nattawat\nSupport Role'}",Thailand
Rak Nee Hua Jai Rao Jong (2019),Three Stars,"Drama , Comedy , Drama , Romance , Thailand | Episodes 20", ,not available,Thailand
Mae Krua Kon Mai (2021),Three Stars,"Drama , Drama , Thailand | Episodes 10+",Mae Krua Kon Mai,"{'Zee Pruk Panich\nGuest Role', 'Namfah Thunyaphat Phatrathinchaicherin\nMain Role', 'Mint Nawinda Bertotti\nSupport Role', 'Saint Suppapong Udomkaewkanjana\nGuest Role', 'Krung Ya Chat\nUnknown Role', 'Paisarnkulwong Vachiravit\nMain Role'}",Thailand
Kham See Than Dorn (2018),Two & Half Stars,"Drama , Drama , Family , Life , Romance , Thailand | Episodes 14","Deunsip is a modern woman in a middle-class family. Her family consists of father, mother and younger brother, Duan. Her family is in a terrible situation because Duan is using drugs. It is the main reason for the family of Lamtarn, Deunsip’s boyfriend, to question their relationship. Lamtarn’s family is well-known in high society, so his mother doesn’t want him to pick a girl with a bad family background, like Deunsip. Yupra, Deunsip’s close friend, decides to take her on a trip to southern Thailand, in order to get away from the conflicts for a while. In the tour group, Deunsip meets Tiangwan and his mother. People in the group notice that Tiangwan is strange; he's aloof, seems uninterested in the beautiful sites and prefers not to mix with the group. Tiangwan is a man who used to use drugs for a long time. Although he has now stopped using them, he still needs to find confidence and purpose in his life. Deunsip is delighted to find out that he has managed to shake off the addiction and wants him to help her brother. Tiangwan agrees because he starts liking Deunsip and wants to make her happy.","{'', 'Mac Pawish Wiengnont\nSupport Role', 'Phawaphutanon Aphiradi\nSupport Role', 'Preediyanon Sirin\nMain Role', 'Bright Rapheephong Thapsuwan\nSupport Role', 'Asadawut Luangsuntorn\nUnknown Role', 'Bhunjaroeun Prima\nSupport Role', 'Support Role', 'Muench Jacqueline\nSupport Role', 'Krisna Asoksin\nUnknown Role', 'Nappon Gomarachun\nSupport Role', 'Posayanon Tanakorn\nSupport Role', 'Kawinna Suwanprathep\nSupport Role', 'Sirananon Rangsit\nSupport Role', 'Pope Thanawat Wattanaputi\nMain Role', 'Mint Ranchrawee Uakoolwarawat\nSupport Role', 'Sirikul Penpak\nSupport Role', 'Ou Smithi Likhitmaskul\nSupport Role', 'Arisara Wongchalee\nSupport Role', 'Supranee Jayrinpon\nSupport Role'}",Thailand
Beauty War (2019),Three & Half Stars,"Drama , Comedy , Drama , Romance , Thailand | Episodes 8",A romantic comedy that portrays the life of modern women who focus on beauty both inside and outside. ,"{'Thanasrivanitchai Pakorn\nMain Role', 'Sakun Kanyapak Pongsak\nSupport Role', 'Leowrakwong Intad\nMain Role', 'Netjui Chonnikan\nSupport Role', 'Bumrungkit Pimnitchakun\nMain Role'}",Thailand
World of Himmapan (2021),Three & Half Stars,"Drama , Adventure , Drama , Fantasy , Romance , Thailand | Episodes 17","Pim must travel to Himmapan Forest, the holy land, to find ""Ulgmanee"" to help her sick adoptive father But when it comes to Himmapan Forest, which is a parallel world, it is not easy. Pim had to ask for help from Krit, a young hunter who had come back from the Himmapan Forest once. So both of them have to dabble together.","{'', 'Phoosit Ampha\nSupport Role', 'Pohpiti Daraneenuch\nSupport Role', 'Thongchua Pete\nSupport Role', 'Benchathikun Somphop\nGuest Role', 'New Narissan Lokavit\nSupport Role', 'Hiranbuth Visarut\nSupport Role', 'Gul Amena\nSupport Role', 'Top Sahatchai Chumrum', 'Krating Khunnarong Pratesrat\nSupport Role', 'Sirichanya Nirut\nSupport Role', 'Kiak Wattikorn Permsubhirun', 'Suriyon Aroonwattanakul\nSupport Role', 'Tita Chayanit Chayjaroen\nSupport Role', 'Siraloet Ratchani\nSupport Role', 'Tipgomut Warit\nSupport Role', 'Scott Louis\nMain Role', 'Doksadao Tee\nSupport Role', 'Tantiprasut Matira\nMain Role', 'Pongsilpipat Chanidapa\nSupport Role', 'Watcharachai Soonthornsiri\nGuest Role'}",Thailand
Ku Kaen San Rak (2021),Three & Half Stars,"Drama , Comedy , Drama , Romance , Thailand | Episodes 15+","Songkran is a real estate mogul a total womanizer with a son named Pe. But he didn’t start out like this, though. Pe’s mother left him when he was young to be with another man. Kran was heartbroken and began treating women like toys and gained the nickname ‘Invincible Casanova’ along with his best friend Sia Ou who runs a modelling agency. Ingdao and her family own a large orange farm. She’s the type that takes no crap from anyone. Thanks to her huge mole and unkempt appearance she is often viewed as ugly. Nevertheless, she has a boyfriend named Nu, a dashing and mild-mannered teacher from the same town. Songkran and his father have been eyeing a piece of land that Ingdao’s father, Saeng, currently owns. It was given to him by his late wife so he cherishes it very much. One day, Ingjun, Ingdao’s little sister who had been studying in Bangkok, finally gets sick of all the odd jobs she has and decides to apply for a job at Songkran’s company along with her friend, Marin. Both Ingjun and Marin are accepted as accountants. Songkran made connections between Saeng and Ingjun and came up with a plan on how to get his hands on that piece of land. Songkran begins to woo Ingjun and she falls for him hard and fast. His family is even in on the plan, acting all loving when she visits their home. Soon, she willingly signs over the rights to that piece of land her father had given to her. She was able to come to this decision because of her rocky relationships with her own father. After Songkran obtains proper documents, he leaves her. Ingjun was devastated. Furious, Ingdao wants to take revenge for her younger sister who tried to commit suicide along with getting their land back. But knowing that Songkran will never fall for her in her current state, she is helped by her best friend Moddaeng and transformed into a gorgeous woman named Daopradub.","{'Boonyakiat Passorn\nSupport Role', 'Cookie Yda Suwanpattana\nSupport Role', 'Pharunyoo Rojanawuttitham\nSupport Role', '', 'Nutt Atirutt Singhaaumpol\nSupport Role', 'Orapan Panthong\nUnknown Role', 'Leowrakwong Teerapong\nSupport Role', 'Siripipat Thongpoom\nSupport Role', 'Jaibua Hidding\nSupport Role', 'Support Role', 'Plaifah Siraacha\nSupport Role', 'Sanguankwamdee Michael Pattaradet\nMain Role', 'Jayda Saranya Chunhasart\nSupport Role', 'Wanrada Petchamnan\nSupport Role', 'Narinrak Mookda\nMain Role', 'Prombandal Phutharit\nSupport Role'}",Thailand
Sot Stories 2 (2017),Two & Half Stars,"Drama , Comedy , Drama , Romance , Thailand | Episodes 13","Season 2 of Sot Stories. Ark, Trai and Bank have new love interests. ","{'', 'Broenner Marie\nMain Role', 'Mongkhonsamai Anchasa\nGuest Role', 'Karun Komanuwong\nUnknown Role', 'Pindum Vichuda\nSupport Role', 'Phe Paythai Ploymeeka\nSupport Role', 'Koii Korakod\nSupport Role', 'Seo Ji Yeon\nMain Role', 'Jindachote Sean\nMain Role', 'Nut Devahastin\nMain Role', 'Charm Irvin Osathanond\nSupport Role', 'Rachawat Klipngern\nGuest Role', 'Pang Ornjira Larmwilai\nMain Role', 'Mild Anis Suwit\nMain Role', 'Patharamanop Isariy\nMain Role', 'Pupart Oliver\nGuest Role', 'Main Role', 'Krittaphat Chanthanaphot\nGuest Role', 'Lerdkasemsap Kalaya\nGuest Role', 'Ake Thanachote Kusumonsananan\nSupport Role'}",Thailand
