Title,Rating,Genre,Description,Casts,Country
Return of the Bastard Swordsman (1984),Three & Half Stars,"Drama , Action , Drama , Martial Arts , Wuxia , HK | Episodes 30","Wudang is in trouble again, with both Dugu Wu Di planning to attack the Wudang temple and an interloping group of martial artists from Japan waiting in the background. ","{'', 'So Jan Hau\nUnknown Role', 'Chiang Hsing Lung\nUnknown Role', 'Lo Lieh\nSupport Role', 'Liu Chi Yu\nUnknown Role', 'Chen Guan Tai\nSupport Role', 'Mona Fong\nUnknown Role', 'Tsui Elvis\nGuest Role', 'Jason Pai\nSupport Role', 'Yuen Tak\nUnknown Role', 'Ku Kuan Chung\nSupport Role', 'Chen Ching Shen', 'Ching Miao\nSupport Role', 'Unknown', 'Phillip Ko\nSupport Role', 'Tony Liu\nSupport Role', 'Woon Swee Oan\nUnknown Role', 'Sun Chien\nSupport Role', 'Main Role', 'Tsui Ping Kwong\nUnknown Role', 'Yang Chi Ching\nSupport Role'}",HongKong
Generation Slash (2021),Two & Half Stars,"Drama , Comedy , Drama , HK | Episodes 20","Chan Zhan Tung, was originally the owner of the detective agency. The company subsequently changed hands, and Cheung Lok Hang seized all rights. Lee Jin Hiu then joined the company. Chan Ka Hei, Cheung Lok Hang, and Lee Jin Hiu later changed the position of the detective agency from a detective agency that purely collects evidence for customers to ""Generation Slash"". ","{'Carrie Ng\nSupport Role', '', 'Shirley Sham\nSupport Role', 'Cecilia So\nSupport Role', 'Support Role', 'Ian Chan\nMain Role', 'Wong Tommy\nSupport Role', 'Himmy Wong\nMain Role', 'Denis Kwok\nSupport Role', 'Justin Cheung\nSupport Role', 'Eric Kot\nSupport Role', 'Ben Yuen\nSupport Role', 'Patra Au\nSupport Role', 'Yip Cecilia\nSupport Role'}",HongKong
Dragon Strikes (1979),Three & Half Stars,"Drama , Drama , HK | Episodes 60","After the huge success of Reincarnated, the station followed up in 1979 with another popular period piece Dragon Strikes, again written by novelist Huang Yi and screenwriter Kong Lung. Set in the Ming Dynasty, Dragon Strikes follows swordsman Xiao Yiu Hau and the dangerous power struggle and tangle of corruption and conspiracies he encounters in the royal court and the martial arts world. The power struggle is evident both in the palace as well as in the martial arts world. This series focused on that of the 3 big clans with the Siu Yiu clan, Pai Ling clan, and the South Gate clan. Rivalry and politics of the palace mixed with the martial arts world make this a martial arts extravaganza! ","{'', 'Jason Pai\nMain Role', 'Lee Hang\nSupport Role', 'Walter Tso\nSupport Role', 'Candy Wen\nSupport Role', 'Ching Siu Tung\nUnknown Role', 'Kwan Shan\nSupport Role', 'Ku Kuan Chung\nMain Role', 'Lawrence Cheng', 'Wong Wai\nSupport Role', 'Stephan Yip\nSupport Role', 'Lo Angelina\nSupport Role', 'Law Lok Lam\nSupport Role', 'Lau Kong\nSupport Role', 'Ma Helen\nSupport Role', 'Shirley Huang\nSupport Role', 'Bruce Leung\nMain Role', 'Candice Yu\nMain Role', 'Lee Sau Kei\nSupport Role', 'Tien Feng\nSupport Role'}",HongKong
Fist of Fury (1995),Two & Half Stars,"Drama , Action , Drama , Historical , Martial Arts , Political , Romance , Tragedy , HK | Episodes 30","In the early 20th century in China, Chan Zan travels to Shanghai with his younger sister in search of a new life after their home village is destroyed by a group of bandits. He notices that Shanghai is divided into an international settlement under the control of various foreign powers, such as Britain and Japan. Besides, he observes that the martial artists' community in Shanghai is marred with disunity and the various schools are pursuing their individual goals. That reflects the state of China: the Chinese are individualistic and often in internal conflict with their fellow countrymen, instead of uniting to drive out their common enemies (the foreigners) and regain sovereignty of their nation. Fok Yuen-gap, founder of Ching-mou School, is trying hard to persuade and influence the other schools to unite under a common purpose of defending China from foreign intrusion. Chan takes up the job of a rickshaw puller and a coolie to earn a living in Shanghai. Once, he saves the famous singer Yi-kiu from some ruffians and is invited to join the notorious Green Gang through her introduction. Chan proves himself to be the best fighter in the gang and wins the favour of the boss Choi Luk-kan.","{'Stephen Au\nSupport Role', 'Eddy Ko\nMain Role', 'Chapman To\nSupport Role', 'Donnie Yen\nMain Role', 'Benny Chan\nUnknown Role', 'Paw Hee Ching\nSupport Role', 'Eric Wan\nMain Role', 'Meng Joey\nMain Role', 'Ken Lok\nSupport Role'}",HongKong
The Lonely Hunter (1981),Three & Half Stars,"Drama , Action , Crime , Thriller , HK | Episodes 25","Lee Tong (Felix Wong) grew up with only one intent in mind: revenge. After his gangster father died in the hands of friends Fang and Fong, Tong was raised by his father's henchman, trained to be a lone assassin. Coming of age, he finally sets his plan into action and kills an underworld boss. Timid driver Au-yeung Gong (Michael Miu) unwittingly witnesses the crime but is too scared to rat out Lee, leading to an unexpected friendship. Gong ends up helping Tong enter the organization, laying the path for Tong's revenge. As time passes, Tong's cold and lonely front begins to fade as he experiences life, love, and friendship for the time, but Gong is slowly transformed from a naive youth to a cold-blooded killer.","{'', 'Lau Dan\nSupport Role', 'Peter Yang Kwan\nSupport Role', 'Lee Tim Sing\nUnknown Role', 'Liu Kai Chi\nSupport Role', 'Miu Michael\nMain Role', 'Support Role', 'Carol Cheng\nMain Role', 'Bill Chan\nSupport Role', 'Chan Ka Yee\nSupport Role', 'Felix Wong\nMain Role', 'Barbara Chan\nMain Role', 'Herman Kwan\nSupport Role'}",HongKong
Life Made Simple (2005),Three & Half Stars,"Drama , Comedy , Drama , Family , Romance , HK | Episodes 32","Ding Sheung-Wong (Roger Kwok) is a man in his thirties but with an IQ of a seven year old. People make fun of him by calling him crazy, but he tells them that he is just simple. His best friend Wong Kei-Fung (Jessica Hsuan), used to play a game where he was the husband and she was the wife; this is why Wong refers to Fung as his ""little wife"". One day Fung told Wong that she would have to leave to the United States for four years of college. When Fung returns to Hong Kong, she finds a job at the Chung (鍾) Corporation where she works under the management of Chung Kam-Wing (Paul Chun) and his son Michael Chung Chi-Chung (Bosco Wong). Later Kam-Wing finds out that Wong is his biologically son and recruits him to his company as well. Angel On Kei (Leila Tong), Fung's cousin, who returned with Fung from the States has a crush on Chi-Chung. But Chi-Chung has a crush on Fung. Fung feels that Wong is the one that can make her truly happy but is puzzled whether to choose Chi-Chung or Wong... ","{'', 'Hsuan Jessica\nMain Role', 'Kwok Samuel\nSupport Role', 'Lee Shing Cheong\nSupport Role', 'Chan Rebecca\nSupport Role', 'Cheung Deon\nSupport Role', 'Dickson Lee\nSupport Role', 'Cheng Hoffman\nSupport Role', 'Cheung Max\nSupport Role', 'Lau Kong\nSupport Role', 'Kwong Chor Fai\nSupport Role', 'Tsang Savio\nSupport Role', 'Jason Lam\nSupport Role', 'Lo Henry\nSupport Role', 'Andy Sui\nSupport Role', 'Lily Liu\nSupport Role', 'Yip Fanny\nSupport Role', 'So Ceci\nSupport Role', 'Wong Chun\nSupport Role'}",HongKong
The Duke of Mount Deer (2001),Two Stars,"Drama , Comedy , Drama , Historical , Wuxia , HK | Episodes 40","The story is centred around an uneducated street urchin Wei Xiao Bao, who was born and raised in a brothel by his mother. Through a series of misadventures, he managed to make his way from the southern playground of Yangzhou to Beijing, the seat of Manchurian imperial power and bumbling accidentally into a fateful encounter with young Kang Xi Emperor. By hook or by crook, but also through a genuine concern and fierce loyalty towards Kangxi, Wei Xiao Bao found himself in the greatest of confidences and a complicated friendship of one of the most eminent monarchs of Chinese history. The plot follows Wei on a rags-to-riches journey as he becomes embroiled in political and court intrigues, overcoming enemies for Kang Xi and accomplishing amazing achievements. Along the way, Wei meets with and successfully woos seven beautiful women, climbs his way up the social ladder from brothel boy to great lord and nobleman, acquiring titles such as Imperial Emissary and Plenipotentiary, Ambassador, general and admiral - courtesy of Kang Xi - as well as finding himself in positions completely at odds with the above: Green-Wood Lodge Master of the Heaven and Earth Society, and White Dragon Marshal of the Mystic Dragon Cult. In the end, however, Wei Xiao Bao could not reconcile his two separate lives - as an anti-Qing rebel and Kang Xi's devoted courtier. He chose to offer up his own life- in return for Kang Xi's munificence towards him and also as an honourable way out of the Heaven and Earth Society. Pained and aggrieved beyond words, Kang Xi orders the execution of his one and only true friend. Afterwards, plagued by loss and guilt, Kang Xi took a long walk along the Great Wall, asking heaven for guidance - only to be happily surprised by the appearance of Wei Xiao Bao, who didn't die after all. After saving his mate's life once again, Wei bades goodbye to Kang Xi, reaffirming their friendship which will, from that point onwards, remain only in the minds and memories of the two men.","{'', 'Teresa Mak\nSupport Role', 'Lin Ruby\nMain Role', 'Athena Chu\nSupport Role', 'Zhuo Fan\nSupport Role', 'Annie Wu\nSupport Role', 'Tam Patrick\nMain Role', 'Cheng Ekin\nGuest Role', 'Chen Guan Tai\nSupport Role', 'Support Role', 'Tsui Elvis\nSupport Role', 'Shu Qi\nSupport Role', 'Wong Yat Fei\nSupport Role', 'Zhang Jess\nSupport Role', 'Cheung Dicky\nMain Role', 'Liu Shuo\nSupport Role', 'Mai Guan Zhi\nUnknown Role', 'Jin Yong\nUnknown Role', 'Chan Monica\nSupport Role', 'Bryan Leung\nSupport Role'}",HongKong
Armed Reaction 2021 (2021),Three Stars,"Drama , Comedy , Drama , Investigation , HK | Episodes 30","The fifth instalment from the Armed Reaction series started since 1998. Light-hearted police investigation drama with veterans such as Moses Chan, Jessica Hsuan on board and the OG Joyce Tang.","{'', 'Hui Benz\nSupport Role', 'Lee Shing Cheong\nSupport Role', 'Tang Gloria\nSupport Role', 'Au Yeung Bobby', 'Lam Bella\nSupport Role', 'Gabriel Harrison\nSupport Role', 'Lo Angelina\nSupport Role', 'Law Him\nMain Role', 'Maggie Wong\nSupport Role', 'Bob Cheung\nSupport Role', 'Cheung Kayi\nSupport Role', 'Regina Ho\nSupport Role', 'Hsuan Jessica', 'Chu Mimi\nSupport Role', 'Tang Joyce\nMain Role', 'Chan Moses\nMain Role', 'Wong Kandy\nSupport Role', 'Chan Toby\nSupport Role', 'Poon Pat\nSupport Role', 'Lau Moon\nSupport Role'}",HongKong
Born Rich (2009),Two & Half Stars,"Drama , Business , Drama , Family , HK | Episodes 41","Sophisticated banker CHEUK YAT YUEN (Ray Lui) mistakes con artist SA FU LOI (Gallen Lo) for his half brother CHEUK YAT MING, fortuitously elevating the swindler to one of the leading figures in the banking industry. The lost and found brotherhood has blinded YUEN to FU's real nature and intentions. YUEN is kidnapped overseas by a group of rioters. He undergoes a dramatic personality change after the incident. YUEN's wife HO TSEUK NIN (Jamie Chik) has tried her best to console him but still cannot help him get over the unpleasant experience. Longing for more comfort and support, YUEN gets back with his ex-lover TUNG LING CHI (Kenix Kwok Ho Ying). NIN is heartbroken to learn about the affair and it has left the broken mirror that can't be mended. The identity of CHEUK YAT MING gives FU not only a sense of family warmth but also a sweet taste of romance. He finds himself in love with YUEN's little sister CHEUK YAT SUM (Anita Yuen). SUM is attracted to FU too but thinking that they are true biological siblings, she decides to keep her love under wraps and stays with her long-term admirer KO TOK MAN (Joe Ma) instead. This comes as a huge blow to FU. He is not willing to lose his love, but neither can he reveal his real identity. Caught up in the dilemma between love and money, FU finally chooses the fortune road of no return. It is all about a tough battle for money, a devious triangle of love, and a severe challenge to ethics. ","{'', 'Kong Hon\nSupport Role', 'Ng Amy\nSupport Role', 'Lui Ray', 'Hui Benz\nSupport Role', 'Lee Shing Cheong\nSupport Role', 'Cheung Deon\nSupport Role', 'Chu Candy\nSupport Role', 'Jaime Chik\nMain Role', 'Wong Hugo\nSupport Role', 'Sit Nancy\nMain Role', 'Lau Kong\nSupport Role', 'Lo Gallen', 'Wu Bowie\nMain Role', 'Kwong Chor Fai\nSupport Role', 'Ma Kenneth\nMain Role', 'Andy Sui\nSupport Role', 'Wong Vincent\nSupport Role', 'Karen Lee\nSupport Role', 'Ma Joe', 'Kenix Kwok\nMain Role', 'So Ceci\nSupport Role'}",HongKong
Hong Kong Love Stories (2020),Three & Half Stars,"Drama , Drama , Family , Romance , HK | Episodes 12","The plot focuses on Hong Kong people facing land problems such as nowhere to ""open a house"", choosing a spouse first, and subdivided houses. A family of five, each with their own love affair. The dramas tries to reflect the love, sweetness and difficulties of getting along with each other despite all the different ages. ","{'', 'Chiang Angel\nGuest Role', 'Tse Brian\nSupport Role', 'Chong Jacquline\nSupport Role', 'Lam King\nSupport Role', 'Kung Katy\nMain Role', 'Venus Wong\nMain Role', 'Wan Nicole\nSupport Role', 'Lau Virginia\nSupport Role', 'Support Role', 'Wong Hugo\nGuest Role', 'Law Joey\nMain Role', 'Mak Joey\nSupport Role', 'Jason Pai\nSupport Role', 'Bill Chan\nSupport Role', 'Mimi Kung\nSupport Role', 'Wong Kandy\nSupport Role', 'Cai Guo Qing\nSupport Role', 'Alice Fung\nSupport Role'}",HongKong
Single Papa (2020),Three & Half Stars,"Drama , Drama , Family , Life , Romance , HK | Episodes 20","Ah Wing is a forty-year old single father. After the passing of his wife in an accident, he has been taking care of his son ""Bo Long Gor"", and has been managing a convenience store near his son's school. Ah Wing and ""Bor Long Gor"" depended on each other and Ah Wing slowly became a warm-hearted man who learns how to love and to sacrifice for love. Because of an insurance his wife bought, Ah Wing meets insurance consultant Zi-Meng. The things they have gone through individually caused them to be close friends. Career-minded Zi-Meng originally had no desire to marry but because of Ah Wing's warm-heartedness and loving personality, she starts to think about the meaning of marriage. ""Warm-Hearted Papa"" Ah Wing has helped countless of people and also has blossomed various friendships with women around him. But he still misses his dead wife a lot. Just as Ah Wing's friendships with these ladies become complicated, he realizes that slowly, he and Zi-Meng has established a kind of intimacy and mutual understanding.","{'Johnny Hui\nSupport Role', 'Bonde Sham\nSupport Role', 'Cheung Maggie\nMain Role', 'Hailey Chan\nMain Role', 'Jennifer Yu\nGuest Role', 'Man Connie\nSupport Role', 'Ronald Cheng\nMain Role', 'Lau Kong\nSupport Role', 'Thor Lok\nSupport Role'}",HongKong
Warriors Within (2020),Three Stars,"Drama , Action , Crime , Drama , Friendship , Martial Arts , HK | Episodes 20","This drama “Warriors Within – 打天下” is about twenty years ago, Takeda Kokukun saw that his father presented a scroll to his younger brother Gang Zheng. Guo Quan determined that the scroll contained a “secret technique of martial arts”. Later, he was just expelled, and broke off from karate.","{'Kurata Yasuaki\nGuest Role', 'Justin Cheung\nMain Role', 'Hedwig Tam\nMain Role', 'Anson Kong\nMain Role', 'Annie Man\nMain Role', 'Stephen Au\nMain Role', 'Lam Wingto\nGuest Role'}",HongKong
Line Walker: Bull Fight (2020),Two & Half Stars,"Drama , Action , Crime , Drama , Suspense , HK | Episodes 37",Line Walker: Bull Fight,"{'', 'Miu Michael\nMain Role', 'Lee Shing Cheong\nSupport Role', 'Lam King\nSupport Role', 'Kwan C\nSupport Role', 'Shiga Lin\nGuest Role', 'Serene Lim\nSupport Role', 'Cheung Owen\nMain Role', 'Cheng Kent\nGuest Role', 'Lam Lei\nSupport Role', 'Leung Oscar', 'Emily Kwan\nGuest Role', 'Hung Tony', 'Yuen Benjamin\nMain Role', 'Zeng Joseph\nSupport Role', 'Ho Anthony\nSupport Role', 'Lee Joseph\nSupport Role', 'Main Role', 'Wong Mandy\nMain Role', 'Cai Guo Qing\nSupport Role', 'Lau Moon'}",HongKong
The Witness (2020),Two & Half Stars,"Drama , Comedy , Drama , Suspense , HK | Episodes 20",The Witness,"{'', 'Wan Nicole\nSupport Role', 'Tsui Wing\nSupport Role', 'Milkson Fong\nSupport Role', 'Law Him\nMain Role', 'Support Role', 'Wong Geoffrey\nSupport Role', 'Kiwi Yuen\nSupport Role', 'Wai Willie\nMain Role', 'Cheung Sze Yan\nSupport Role', 'Cheung Kelly\nMain Role', 'Lau Kong\nSupport Role', 'Pinky Cheung\nSupport Role', 'Ma Helen\nSupport Role', 'Cheung Sammi\nSupport Role'}",HongKong
Legal Mavericks 2 (2020),Three Stars,"Drama , Crime , Drama , Friendship , Investigation , Law , HK | Episodes 28","It a continuation of Legal Mavericks, a legal, crime, detective, investigative drama produced by TVB.","{'', 'Law Helena\nSupport Role', 'Chuk Samantha\nSupport Role', 'Yeung Griselda\nSupport Role', 'Chiu Candice\nSupport Role', 'Support Role', 'Bob Cheung\nGuest Role', 'Wong Hugo\nSupport Role', 'Cheung Owen\nMain Role', 'Wong Vincent\nMain Role', 'Shum Janice\nGuest Role', 'Carisa Yan\nGuest Role', 'Chu Tracy\nGuest Role', 'Chun Paul\nMain Role', 'Ashley Chu\nSupport Role', 'Cheung Kelly\nMain Role', 'Chu Brian\nSupport Role', 'Karl Ting\nGuest Role', 'Tsui Wing\nSupport Role', 'Main Role', 'Chiang Lesley\nSupport Role'}",HongKong
Go! Go! Go! Operation C9 (2020),Three & Half Stars,"Drama , Action , Comedy , Drama , Romance , HK | Episodes 20","Agent C9's (Samantha Ko) organization has been annihilated and the lonely Samantha meets vegetable vendor Kenneth Ma. After marriage, she takes care of his trouble-making family, including his father (Steve Lee), older sister (Kiwi Yuen), younger brother (Brian Chu), and step-son, becoming an out-and-out housewife within five years. Unexpectedly, her former partner, B3, who escaped from death, shows up and asks Samantha to work with him to find the culprit that destroyed the organization. Keeping it concealed from Kenneth, Samantha takes care of her family while working as an agent, and often cannot handle both at the same time. Her identity is exposed, attracting the terrorist organization Black Hole to attack her. To protect her family, Samantha bravely fights against Black Hole. In the process, a startling truth is revealed, forcing Samantha and Kenneth to join together in a do-or-die battle against the terrorists! ","{'Wong Derek\nSupport Role', '', 'Lo Ray\nSupport Role', 'Ng Amy\nSupport Role', 'Amisha Ng\nSupport Role', 'Lee Becky\nSupport Role', 'Kwan Dolby\nSupport Role', 'Support Role', 'Wong Geoffrey\nSupport Role', 'Ma Kenneth\nMain Role', 'Ko Samantha\nMain Role', 'Sam Tsang\nSupport Role', 'Chan Penny\nSupport Role', 'Vivian Tsang\nGuest Role', 'Yeung Griselda\nSupport Role', 'Chu Brian\nSupport Role', 'Alice Fung\nSupport Role', 'Lai Chris\nMain Role'}",HongKong
Al Cappuccino (2020),Three Stars,"Drama , Comedy , Crime , Drama , HK | Episodes 30","Al Cappuccino stars Vincent Wong as a struggling stage actor based in Ohio, who returns to Hong Kong to pursue his career. By chance, he gets warped into a case that involves him going undercover for the police as a fake mafia boss. Vincent gets involved in many relationships, including with male lead Owen Cheung. ","{'', 'Ko Samantha\nSupport Role', 'Lee Shing Cheong\nSupport Role', 'Hui Jack\nSupport Role', 'Chan Otto\nSupport Role', 'Support Role', 'Chiang David\nSupport Role', 'Serene Lim\nSupport Role', 'Cheung Owen\nMain Role', 'Wong Vincent\nMain Role', 'Chiang Angel\nSupport Role', 'Chu Brian\nSupport Role', 'Bill Chan\nSupport Role', 'Lai Winki\nSupport Role', 'Yuen Kathy\nSupport Role', 'Fu Kelly\nSupport Role', 'Tsui Wing\nSupport Role', 'Wong Chun\nSupport Role', 'Fung Crystal\nSupport Role'}",HongKong
On-Lie Game (2020),Three Stars,"Drama , Drama , HK | Episodes 25",迷網 On-Lie Game NA Edit Translation English,"{'Ko Samantha\nMain Role', 'Yeung Matt\nMain Role', 'Choi Miguel\nSupport Role', 'Yu Henry\nSupport Role', 'Chiang David\nSupport Role', 'Huynh Stephen\nSupport Role', 'Chu Brian\nSupport Role', 'Ma Helen\nSupport Role'}",HongKong
Death By Zero (2020),Two & Half Stars,"Drama , Action , Crime , Drama , HK | Episodes 30","An assassin story that happens in an unrealistic world: Wayne Lai, who has the former nickname ""Yama"", has been reduced to a low-level assassin after a mishap caused his family to be ruined. His downfall led to the rise of the legendary assassin ""Zero"" (Moses Chan). However, their destinies are rewritten due to a wealthy Taiwanese man (Lam Lei)... Luckily, Wayne has a good friend, Elena Kong, who is a prostitute and acts as a bridge between Wayne and his daughter Louisa Mak. But Wayne is endlessly pestered by the troublesome female assassin Katy Kung. Moses opens a coffee shop as his cover and hires the single mother Ali Lee. He has a crush on a temple keeper whose identity is ambiguous . The ""Assassin Hunter"" appears and forces Wayne and Moses into a life or death confrontation. ","{'', 'Lai Wayne\nMain Role', 'Mak Louisa\nSupport Role', 'Fan Amy\nUnknown', 'Chan Moses\nMain Role', 'Support Role', 'Lee Shing Cheong\nSupport Role', 'Law Helena\nUnknown', 'Kong Kaman\nSupport Role', 'Lee Ali\nMain Role', 'Tse Brian\nSupport Role', 'Ma Helen\nUnknown', 'Ho Anthony\nSupport Role', 'Kung Katy\nSupport Role', 'Lam King\nSupport Role', 'Kong Elena\nMain Role', 'Cheng Timothy\nSupport Role', 'Alvin Ng\nGuest Role'}",HongKong
Legend of the Demigods (2008),Two & Half Stars,"Drama , Comedy , Drama , Fantasy , Martial Arts , Wuxia , HK | Episodes 22","Gai Choi-Chi is no different from an ordinary girl, except that Lady Luck seems to smile upon her and keep her out of trouble all the time. She is thus nicknamed ""Ho-Choi Mui"" (""Lucky Girl""). However, she does not know that her stepmother, called Ho-Choi Ma, is actually a plant spirit. Choi-Chi helps some deities defeat an evil spirit once and her stepmother turns her into a demigod to save her life. As a child, Shek Kam-Dong was constantly bullied and looked down upon, but he still remains filial to his mother and shows great respect for the gods. Wong Tai Sin, a wish-granting god, takes pity on Shek and grants him superhuman strength. However, Shek starts to abuse his new power and uses it to bully others, becoming a local tyrant in town. An Hei has narcolepsy, as he is always tired and falls asleep at random timings. Wong Tai-Sin tries to help An Hei by presenting him a magical sword that is possessed by the spirit of a warrior. Whenever An Hei runs into trouble, the powerful spirit will possess him and help him defeat his enemies. One day, an evil wizard disturbs the quiet town and captures Ho-Choi Ma. Gai Choi-Chi, Shek Kam-Dong and An Hei joins hands to confront the wizard and defeat her to save Ho-Choi Ma. They travel across the continent on their heroic quest, encountering strange and mystical events along the journey.","{'', 'Stephen Au\nSupport Role', 'Wu Nancy\nSupport Role', 'Ng Wai Shan\nSupport Role', 'Yoe Biu\nSupport Role', 'Peter Pang\nSupport Role', 'Lee Tim Sing', 'Cheng Hoffman\nSupport Role', 'Tam Halina\nSupport Role', 'Kara Hui\nSupport Role', 'Support Role', 'Wong Man Piu\nSupport Role', 'Yu Mo Lin\nSupport Role', 'Peter Lai\nSupport Role', 'Benny Chan\nMain Role', 'Sunny Chan\nMain Role', 'Shum Janice', 'Lee Hoi Sang\nSupport Role', 'Ching Rainbow\nSupport Role', 'Chung Linda\nMain Role', 'Yip Fanny\nSupport Role'}",HongKong
Life After Death (2020),Three Stars,"Drama , Drama , Romance , HK | Episodes 25","Seven years ago, a serious car accident destroyed two families and changed the lives of Frankie Lam and Priscilla Wong. Seven years later, due to a traffic accident, Frankie re-encounters Priscilla. Life is still filled with joys and sorrows. Priscilla and her sister Shiga Lin have become estranged as people around them ones pass away one by one. Surprisingly, an oddly behaved doctor (Mark Ma) is able to get to the root of the problem. Priscilla is busy taking care of her daughter and step-son (Zeno Koo), while Frankie struggles to understand the needs of his only daughter (Chloe So). Because of fate, Zeno and Chloe become close with each other. But their relationship creates a lot of problems for their mutual friend (Kyle Li), and the truth of the car accident also gradually surfaces. Everyone must face change again... Credit: CasualTVB Edit Translation English",not available,HongKong
You're Hired (2009),Three Stars,"Drama , Comedy , Drama , Romance , HK | Episodes 22","High-flier Mak Tai Song (Dayo Wong Tze Wah) has dissociated himself from the business world by showing deep regret to the suicide of his mentor. Later, he learns that his mentor's wife She Mo Lin (Theresa Lee) is in great debt and he starts selling ""business tactics"" to the trader Tong Kat (Benz Hui Shiu Hung) for Lin's debt recovery. Deadbeat Song refuses to take a full time job and that makes his income change from day to day. A tough collection agent, Lam Miu Miu (Charmaine Sheh), tries every means to push him into a corner. They keep playing tricks on each other and finally become a pair of rival lovers. By chance, Song meets his uterine brother On Cho Lin (Michael Tse Tin Wah). He thereby recalls the tragic memories of the past when his mother deserted him and his father. This triggers the hatred hidden deep inside his heart and leads him to seek revenge against On's family. Song's abrupt change has left Miu feeling confused. ","{'', 'Ng Wai Shan\nSupport Role', 'Chan Power\nMain Role', 'Hui Benz\nSupport Role', 'Leung Lily\nGuest Role', 'Queenie Chu\nSupport Role', 'Chan Otto\nSupport Role', 'Wong Hugo\nSupport Role', 'Michael Tse\nMain Role', 'Wong Dayo\nMain Role', 'Jason Pai\nSupport Role', 'Shum Janice\nGuest Role', 'Kwong Chor Fai\nSupport Role', 'Jia JJ\nSupport Role', 'Sheh Charmaine\nMain Role', 'Andy Sui\nSupport Role', 'Mandy Cho\nSupport Role', 'Chan Joel\nSupport Role', 'Wong Chun\nSupport Role'}",HongKong
The Exorcist's 2nd Meter (2020),Three Stars,"Drama , Comedy , Drama , Horror , Supernatural , HK | Episodes 25","After absorbing supernatural powers that saw his powers increase tenfold, taxi driver Ma Gwai continues on another adventure as a past incident involving a childhood friend comes back to haunt him. Ma Gwai's childhood friend Ho Zai died when he was only 8 years old due to a drowning accident. With unfinished business, the ghost of Ho Zai approaches Ma Gwai and appears to him in different forms. Meanwhile, Ma Gwai's story with Dr. Felicity Chong has yet to reach a conclusion but a thousand-year-old sea spirit may come between them. ","{'', 'Tse Susan\nSupport Role', 'Tam Zoie\nSupport Role', 'Tsui Wing\nSupport Role', 'Wu Hubert\nSupport Role', 'Support Role', 'Ma Kenneth\nMain Role', 'Tang Gloria\nSupport Role', 'Yu Chi Ming\nSupport Role', 'Chan Penny\nSupport Role', 'Chan Jeannie\nGuest Role', 'Wong Hugo\nSupport Role', 'Wong Mandy\nMain Role', 'Kayee Tam\nSupport Role', 'Lau Moon\nSupport Role', 'Chiang Ram\nSupport Role', 'Ma Helen\nSupport Role', 'Chan Wing Chun\nSupport Role'}",HongKong
The Gutter (2020),Two & Half Stars,"Drama , Drama , Mystery , HK | Episodes 15","A story that revolves around the complicated relationship between four people who share a past 20 years ago in Belgium. Due to poverty, Thomas (Bowie Lam) had to work a lot when he was young in order to earn money for his mother's medical expenses. He met Sammy (Catherine Chau) while they were working at a cha chaan teng. After his mother died, Thomas partnered up with Sammy to open a restaurant and business was good. One day, Thomas was reunited with Joyce (Michelle Wai) whom he met in Belgium and easily hit it off. At the same time, Joyce has been dating Hu Qiyuan (Hanjin Tan) for 8 years.",not available,HongKong
Survivor's Law (2003),Three & Half Stars,"Drama , Drama , Law , Romance , HK | Episodes 25","H.K. Firm is a down-and-out law firm looked upon with scorn and derision by the law fraternity. Owner Homer Hong Dingwei (Lok Ying Kwan), a lawyer who had his license removed for offending the judge, has no choice but to recruit fresh law graduates to revamp the firm. Ben Lok (Raymond Lam) had been sacked by his previous employer because of his unconventional image and attitude. Saddled with his family’s financial burdens, Ben has no other choice but to work at H.K Firm. There, he meets three other young lawyers, all of whom are working for Homer for different reasons. Vincent Cheuk (Sammul Chan) refuses to be a small fry following a big lawyer around and so joins a small firm to fight his own cases independently. Zhong Qingling (Myolie Wu), ostrasized at the previous law firm for her passionate and righteous ways, decides to make her career in H.K. Firm instead. Jessica Chiang (Bernice Liu), she has followed her heart and Vincent into the firm. Through time and trial, all four become tight friends. Nevertheless, a complicated love rectangle, misunderstandings and ambitions threaten to break their bond… Edit Translation English Polski Bahasa Indonesia","{'Winnie Yeung\nSupport Role', '', 'Ng Wai Shan\nSupport Role', 'Hui Benz\nSupport Role', 'Yeung Ka Lok\nSupport Role', 'Casper Chan\nSupport Role', 'Cheng Hoffman\nSupport Role', 'Chu Candy\nSupport Role', 'Support Role', 'Wong Man Piu\nSupport Role', 'Peter Lai\nSupport Role', 'Liu Bernice', 'Chan June\nSupport Role', 'Lam Raymond', 'Daniel Kwok\nSupport Role', 'Felix Lok\nSupport Role', 'Jason Lam\nSupport Role', 'Lo Henry\nSupport Role', 'Cheung Russell\nSupport Role', 'Yip Fanny'}",HongKong
